,timestamp,username,fullname,tweet,retweets
275,6/7/18 12:00 AM,@SmallBizExpo,Stop cutting costs,"If You Like the Sound of Apple's New 'Screen Time' App, Try These 4 Workplace Productivity Tools http://twib.in/l/pM6d7XaAq56E ",3
276,6/7/18 12:00 AM,@Dr_JohanFranzen,Small Business Expo,"Why we may never know if British troops committed war crimes in Iraq (although in reality everyone knows they did)

An interesting mini-history of the British art of burying war crimes in “bad apple” inquiries which are undermined by all and sundry.  ",11
277,6/7/18 12:00 AM,@MrJonCope,𝙳𝚛 𝙹𝚘𝚑𝚊𝚗 𝙵𝚛𝚊𝚗𝚣𝚎́𝚗,"Not sure about grass, but you can definitely hear cauliflowers grow:",
280,6/7/18 12:00 AM,@Yubbie007,AMY DARWISH,Apple introduces the A.I. phone http://dlvr.it/QWYMlK ,
281,6/7/18 12:00 AM,@amydthatsme,Joe Share,"@aly_donuts it’s time to start saving for an Apple Watch 

https://mashable.com/2018/06/05/apple-watch-walkie-talkie/ … via @Mashable",
282,6/7/18 12:00 AM,@JoeTheSharer,dutchess {redacted},#Apple to jam #Facebook's web tracking tools. Cyber security experts have applauded the move but will this increase tensions between the two companies?,
283,6/7/18 12:00 AM,@feelingmeganm,Wirebox,Apple Watch will monitor for symptoms of Parkinson's disease ,2
284,6/7/18 12:00 AM,@wirebox,Jack Virdee,"#LittleVoice, with original music from @SaraBareilles, has been described by #Apple as a romantic tale of searching for one's true voice as a young adult.",15
285,6/7/18 12:00 AM,@pnjbisuperman,Firstpost,"#Fashion #Business #Innovation http://ow.ly/jq7I30kmSu5  Seems that H&M is taking a leaf out of Apple's business strategy as it tries to innovate itself with today's influencers. By narrowing the consumer base with tribes, it might just jack up its appeal among Gen Z customers.",
286,6/7/18 12:00 AM,@firstpost,Gary Lee,Apple's Plans to Bring Artificial Intelligence to Your Phone https://www.wired.com/story/apples-plans-to-bring-artificial-intelligence-to-your-phone/ … #artificialintelligence,48
287,6/7/18 12:00 AM,@garylee_09,Rick Huckstep,#Apple pulls watchOS 5 beta from developer site due to update issues,
288,6/7/18 12:00 AM,@rickhuckstep,Express Technology,"Chinese tech giant Alibaba is using artificial intelligence — including voice recognition and smart sensors — to monitor hogs’ activity and prune costs at apple orchards
 ",
289,6/7/18 12:00 AM,@expresstechie,Janosch Delcker,Wearables with a practical use!! https://cnn.it/2sCw0zi  #sport #soccer #Australia #Wearables #tech #Technology #innovation #health #Apple #AppleWatch #WorldCup #WorldCup2018,
290,6/7/18 12:00 AM,@JanoschDelcker,Scott Menteith,"According to #Apple's new #iOS12 - #Siri’s next frontier is #humanintelligence, not #AI @FastCompany",
291,6/7/18 12:00 AM,@ScottMenteith,Propeller,Apple's plans to bring #ArtificialIntelligence to your phone. https://goo.gl/F5siJz  #AI @Rescisco1 @BColwell_4IR @binaryloom @CenturysoftPL @mattreaney_ @Strat_AI @RichardEudes @FACEmeeting @STUDIOKUMORFOS @MattReinholz,
292,6/7/18 12:00 AM,@PropellerComms,UnfoldLabs,"In case you missed it, click the link below via @Jerusalem_Post to check out photos from the massive Israel Day Parade down 5th avenue in the Big Apple on Sunday!",4
293,6/7/18 12:00 AM,@UnfoldLabs,Jerusalem College of Technology,"Wired Special Report WWDC 2018: Apple's New AR Features Are Proof That Wearable… https://www.wired.com/story/apple-wwdc-augmented-reality-wearables/ …, see more http://tweetedtimes.com/media/wired/all?s=tnp …",
294,6/7/18 12:00 AM,@JCT_Lev,Prophet Priest Journey Man,Apple hopes to inspire a new generation of ideas from developers by making it easier for them to incorporate machine learning into their apps ,11
295,6/7/18 12:00 AM,@BrianRBaird,ben carpano,"CTRL+T podcast: That time we talked about Apple, Kanye West and slavery ",
296,6/7/18 12:00 AM,@bcarpano,The French Bulldog,What are your thoughts on Apple's new software ideas? #Apple #Software,
297,6/7/18 12:00 AM,@VqEYaXa0bMgyHcV,Shape Media,Apple introduces the A.I. phone http://dlvr.it/QWYMk3 ,
298,6/7/18 12:00 AM,@Shape_Media,Mridul Bhatia,Encouraging -> All the people Apple just pissed off to better protect your privacy ,
299,6/7/18 12:00 AM,@mridul_wmt,Lance Walter,Apple faces class action lawsuit over Apple Watch screen 'defect' https://wp.me/p8wLEc-9U0M  by @horwitz,4
300,6/7/18 12:00 AM,@lancewalter,VentureBeat,"A day after being featured by Apple at the WWDC, @10percent announces new funding to continue popularizing meditation for ""fidgety skeptics."" #ProudInvestor Well done, @bsrubin! https://buff.ly/2Jug77F ",11
301,6/7/18 12:00 AM,@VentureBeat,Eric Paley,The Best Part of Apple's WWDC Keynote Is What Wasn't There ,
302,6/7/18 12:00 AM,@epaley,Lisa Hommelgaard,Apple unveils a new set of ‘digital wellness’ features for better managing screen time http://ow.ly/tYn130klESa  @sarahintampa #Apple #AppleNews #MentalHealth #ThankfulThursday #ThursdayThoughts #Millennials #Boomers #GenX #NYC #NY #NewYork,27
303,6/7/18 12:00 AM,@Hommelgaard,CrystalBrookAdvisors,Free residence and Apple watches: How N.S. universities hope to boost enrolment | CBC News http://www.cbc.ca/news/canada/nova-scotia/university-enrollment-recruitment-creative-demographics-aging-population-students-1.4692603 … #cdnpse,
304,6/7/18 12:00 AM,@CrystalBrookAdv,Larissa Strong,Apple's market value is now above $950 billion. I talked to @paulanewtonCNN yesterday on the @CNNMoney Markets Now show about why the stock still looks attractive. $AAPL,
305,6/7/18 12:00 AM,@LarissaStrong,Paul R. La Monica,Hacker claims he has access to @Apple account data https://nyp.st/2HncRGg  via @nypost,
306,6/7/18 12:00 AM,@LaMonicaBuzz,"EJ  
🇺🇸","Apple to slash the price of iPhone X (and bring out a new bargain model)
https://metro.co.uk/2018/06/06/apple-slash-price-iphone-x-bring-new-bargain-model-7610703/ … #Tech #Apple #iPhoneX",
307,6/7/18 12:00 AM,@NCHornet,Estates IT,"In Pics: The top zip codes in the corporate world. --> https://goo.gl/yB1Ep7 
#BillionDollarAddresses @Apple @Tesla @facebook @Google @Nike",4
308,6/7/18 12:00 AM,@EstatesIT,ET Panache,"[#Podcast] Apple Podcasts now hosts more than 550,000 active shows ",34
309,6/7/18 12:00 AM,@ETPanache,Jean Decherf,Apple's Plans to Bring Artificial Intelligence to Your Phone ,
310,6/7/18 12:00 AM,@jean_decherf,David Logan,"Top story: WWDC 2018: Apple's New AR Features Are Proof That Wearables Are Comi… https://www.wired.com/story/apple-wwdc-augmented-reality-wearables/ …, see more http://tweetedtimes.com/media/wired/all?s=tnp …",44
312,6/7/18 12:00 AM,@rapidcarinsure,Toolbox for HR,Apple introduces the A.I. phone https://tcrn.ch/2Jk9C8t  #ai #bigdata #cloud #tech #technology,
313,6/7/18 12:00 AM,@TB4HR,Stanislav Sokolov,Apple is already working on custom Mac processors in 'secret' lab http://dlvr.it/QWYL5T ,
314,6/7/18 12:00 AM,@ollorinko,YTG Consulting,Apple’s AR bet still has a lot to prove http://dlvr.it/QWYKpJ ,
315,6/7/18 12:00 AM,@YTGConsulting,tessie tess,"Facebook gave user data to 60 companies including Apple, Amazon, and Samsung http://dlvr.it/QWYF3v ",
316,6/7/18 12:00 AM,@tesssie201111,Backbone (UK),Apple’s patented “blood pressure cuff” might actually be a new kind of Apple Watch band ,
317,6/7/18 12:00 AM,@BackboneUK,Fast Company,"Are you addicted to your #iPhone? Apple's Digital Health software aims to help you become less iPhone dependent
https://cnb.cx/2LdYlDd ",
318,6/7/18 12:00 AM,@FastCompany,Stanford CDH,"Want to work from home? Amazon, Apple, IBM, and Dell are hiring for these remote jobs. ",
319,6/7/18 12:00 AM,@StanfordCDH,Inc.,Need to find tips to make better buys at the market? A study shows eating an apple 1st works! http://hlty.us/40IH ,
320,6/7/18 12:00 AM,@Inc,Lynley Holes RN,"Apple knew about front-screen defect in all Watch models, lawsuit alleges https://bayareane.ws/2xS65Zy ",
321,6/7/18 12:00 AM,@LynleyHoles,Mercury News,Apple unveils a new set of ‘digital wellness’ features for better managing screen time http://ow.ly/tYn130klESa  @sarahintampa  #Apple #AppleNews #MentalHealth #ThankfulThursday #ThursdayThoughts #Millennials #Boomers #GenX #NYC #NY #NewYork,
322,6/7/18 12:00 AM,@mercnews,PantsuitProfessionals,"More than a billion use iOS devices...
It’s about to get a lot harder for Facebook, google and others to see who they are.

All the people Apple just pissed off to better protect your privacy ",
323,6/7/18 12:00 AM,@pantsuitprofesh,sɐןoɥɔıu ןǝɐɥɔıɯ,Apple did something really smart this week. It deflected our obsession for shiny new tech and refocused us on their becoming guardians of our privacy. One of their smartest ever moves. More - from @FastCompany.,
324,6/7/18 12:00 AM,@nicholi57,Thack,"App developer just off plane from Chennai to San Jose wearing Rajini T-shirt whisked onstage at WWDC to win Apple design award for his Calzy, a reimagined iOS calculator https://buff.ly/2LuGJTC ",
325,6/7/18 12:00 AM,@DaveThackeray,Lil Mike SF,"""The killer features of the Apple Watch so far have turned out to be not apps, not payments, and not phone calls, but ... waterproofing."" ",
326,6/7/18 12:00 AM,@lilmikesf,Ken Tindell,"Apple Podcasts now hosts more than 550,000 active shows https://techcrunch.com/2018/06/05/apple-podcasts-now-hosts-more-than-555000-active-shows/ … #podcast #podcasts #podcasting #podcastingnews",
328,6/7/18 12:00 AM,@hertzog,Nottingham High PSHE,Apple signs Writers Guild of America contract on programming ,
329,6/7/18 12:00 AM,@NottsHighPSHE,Variety,The b key on one of our proofreader's Macook Pro keyoards has roken so lame that for any lunders and typos that slip through today... Some ackground on Apple's crappy hardware ,
330,6/7/18 12:00 AM,@Variety,The Register,#Publicmusictheory alert! Please spend a few minutes reading about the world's most earwormy ringtones and music theory! #WWDC #apple #musictheory,
331,6/7/18 12:00 AM,@TheRegister,Alyssa Barna,Lizzy Caplan to Star Opposite Octavia Spencer in Apple's 'Are You Sleeping’ http://bit.ly/2xYjEqC ,2
332,6/7/18 12:00 AM,@alyssa_barna,Hollywood Reporter,"Apple is on track to become the first trillion-dollar company, but here's why it doesn't really matter — via @themotleyfool",40
333,6/7/18 12:00 AM,@THR,Business Insider,Apple's new dark mode looks great on the Mac — but it's iOS that really needs a true dark mode ,
334,6/7/18 12:00 AM,@businessinsider,Business Insider,"""The Americans have run the tech world for decades. Microsoft, Google, Apple, blah, blah, blah — we’re used to them winning. No, no, no. The Chinese are about to win."" ",66
335,6/7/18 12:00 AM,@businessinsider,Alex Burns,"Say no to defaults on @facebook, @Google, @amazon, @Microsoft & @Apple. Some of them are just bonkers. Here's a guide by @washingtonpost's @geoffreyfowler on 15 default privacy settings you should change right now https://buff.ly/2HeE2mq ",
336,6/7/18 12:00 AM,@alexburnsNYT,GIJN,'Shantaram' Lands at Apple as First International Production http://bit.ly/2sIMG7A ,
337,6/7/18 12:00 AM,@gijn,Hollywood Reporter,Apple: It's awful for companies to assemble detailed personal digital dossiers. Also Apple: We take billions of Google's $ to enable them to assemble detailed personal digital dossiers. ,
338,6/7/18 12:00 AM,@THR,Shira Ovide,Interesting article about how #Apple and #Facebook differ on privacy,
339,6/7/18 12:00 AM,@ShiraOvide,Chris Skinner,Apple loves holding a grudge but is growing too big to pick a fight https://bloom.bg/2JjUnfB  via @bopinion,
340,6/7/18 12:00 AM,@Chris_Skinner,Bloomberg,All the people Apple just pissed off to better protect your privacy ,
341,6/7/18 12:00 AM,@business,Fast Company,"It’s also possible that the high-tech sector is becoming dominated by a few big players, leaving less room for innovators to break in.

Amazon, Facebook, Apple, Alphabet and Microsoft have grown enormously http://bloom.bg/2xMOUsi ",
342,6/7/18 12:00 AM,@FastCompany,Bloomberg Opinion,Alexa unofficially works on your Apple Watch ,
343,6/7/18 12:00 AM,@bopinion,Engadget,"Today's podcast: Emerging markets, emerging markets, and a sprinkle of politics.  We feature David Bailin of Citi, Elsa Lignos of RBC, Steve Keen of Kingston University, & Doug Kass of Seabreeze Partners. Tune in on Apple Podcasts, Spotify or click: https://bloom.bg/2sC0xxq ",
344,6/7/18 12:00 AM,@engadget,BSurveillance,"These are good reasons for people to consider buying devices from Apple instead of someone else.

#Apple #WWDC2018 #ThursdayThoughts",
345,6/7/18 12:00 AM,@bsurveillance,In-The-Flow Marketing,"New from me: It truly is great to see the entrance of new tech players (@Apple @Amazon, @Google) aiming to place #patients at the center of care. It only validates what independent #pharmacies have known for years @PrescribeWell #BeyondTheFill @forbes",
346,6/7/18 12:00 AM,@InFlowMarketing,Yesi Orihuela,Former Apple CEO John Sculley: What I learned from Steve Jobs https://www.cnbc.com/2018/05/29/what-ex-apple-pepsi-ceo-john-sculley-learned-from-steve-jobs.html?__source=twitter%7Cinternational … @CNBCMakeIt,
347,6/7/18 12:00 AM,@yesi79,"LifeBuffet  
🚀",Apple unveils a new set of ‘digital wellness’ features for better managing screen time http://ow.ly/tYn130klESa  @sarahintampa  #Apple #AppleNews #MentalHealth #ThankfulThursday #ThursdayThoughts #Millennials #Boomers #GenX #NYC #NY #NewYork,
348,6/7/18 12:00 AM,@LifeBuffet,Pantsuit University,Apple’s @Tim_Cook Keeps Criticizing Facebook https://trib.al/hleRa1R ,2
214,6/8/18 12:00 AM,@businessinsider,aapl.io,Apple slides after telling suppliers to slash production by 20% https://read.bi/2HtT73O ,6
200,6/9/18 12:00 AM,@PatrickGunz_CH,Forbes,"From strawberries to apples, a wave of agriculture robotics may help ease the farm labor crunch. http://cnb.cx/2p3c6L9 
V/@CNBC
C/@Fisher85M @antgrasso @evankirstel @ipfconline1  @JimMarous @Ronald_vanLoon @JacBurns_Comext @MikeQuindazzi @SpirosMargaris",
201,6/9/18 12:00 AM,@AppleWatchGuru,Patrick Gunz,Apple Watch just got a lot better at tracking symptoms of Parkinson's Disease https://10ng.co/2JAlv9F  #IoT #DigitalHealth #Wearables #WearableTech #HealthTech,
202,6/9/18 12:00 AM,@rtehrani,AppleWatchGuru,"Apple is taking mobile #AR to the next level: http://ow.ly/lRBA30kpYcT 

#augmentedreality #vr #ar",
203,6/9/18 12:00 AM,@mims,Rich Tehrani,"If you'd invested in one of the video game majors since 2013 you would have seen returns on the order of an investment in Amazon, and way better than one in Apple. @saraheneedleman puts the industry in perspective: https://www.wsj.com/articles/the-videogame-industry-powers-up-1528480056 …",
209,6/9/18 12:00 AM,@nypost,Joanna M. Wasiluk,Apple shipping 20 percent fewer iPhones this year: report https://nyp.st/2LDPL0y ,
210,6/9/18 12:00 AM,@Newsweek,New York Post,"Are people losing interest in the iPhone? Apple braces for less demand in 2018
http://bit.ly/2sJOcXQ ",
211,6/9/18 12:00 AM,@LingSocAm,Newsweek,"Memoji: From Old Japan to a Custom Apple Innovation -- ""...the “-moji” ending of “emoji” has become a productive suffix in English."" https://on.wsj.com/2kYWas4 ",2
212,6/9/18 12:00 AM,@GalaxyS9News,Linguistic Society of America,"Galaxy S9 price drop - Ultimate deal offers FREE Samsung phone, Apple Music and BT Sport http://dlvr.it/QWlVq9 ",3
213,6/9/18 12:00 AM,@aapldotio,Samsung Galaxy S9,"The Apple Watch will soon ditch its mechanical buttons, report says via @arstechnica #applewatch #iphone http://dlvr.it/QWkvqd ",
185,6/10/18 12:00 AM,@Forbes,ECU Brody School of Medicine,"Apple announces major hardware updates:
http://on.forbes.com/6013DilLX ",
186,6/10/18 12:00 AM,@Forbes,Forbes,"Apple suddenly makes iPhones $300 cheaper
http://on.forbes.com/6010DiCT8 ",
187,6/10/18 12:00 AM,@tomemrich,Forbes,"“Mobile AR wars started by Apple’s Cook’s “ARKit is the largest AR platform in the world”, Google’s Bavor’s aim for ARCore “to take AR mainstream,” Facebook’s Zuckerberg’s “making the camera the first AR platform” & Spiegel’s Snap being a “camera company.” https://buff.ly/2Ls2seJ ",
188,6/10/18 12:00 AM,@CNNMoney,Tom Emrich #VRTO2018,"ICYMI: Apple introduced Group FaceTime with up to 32 people, that allows people to jump on or off the call https://cnnmon.ie/2sJYuHy ",5
195,6/10/18 12:00 AM,@DailyCaller,Vita Sackville-West,"It’s Not Just Apple, Factories Making Amazon Products In China Exposed For Horrible Work Conditions https://trib.al/eNgUZTQ ",
196,6/10/18 12:00 AM,@BeautifulMaps,The Daily Caller,How much Apple's iPhone 8 costs around the world @businessinsider http://www.businessinsider.com/apple-iphone-8-price-around-the-world-2018-5 …,1
197,6/10/18 12:00 AM,@stroughtonsmith,Beautiful Maps,"When I saw this piece featured in the Apple News reel I was suspicious, so I checked — one of the chocolate items in the picture is made of marzipan. What are the odds, eh?  Codenames often find themselves in slide decks https://www.bloomberg.com/features/2018-paris-best-pastries/ …",
198,6/10/18 12:00 AM,@AppleWatchGuru,Steve Troughton-Smith,How to Sell Your First-gen Apple Watch https://10ng.co/2l1EP1i  #Wearables #IoT #WearableTech #AppleWatch,
199,6/10/18 12:00 AM,@Forbes,AppleWatchGuru,"Apple TV answers prayers for all serious movie fans by adding new features:
http://on.forbes.com/6018DilAs ",
181,6/11/18 12:00 AM,@IonixxTech,Amr Heikal,"Apple is now worth about $945 billion. Shares are up more than 13% this year, far better than the overall market. For Apple to hit a $1 trillion market valuation, the stock would need to go up just another 6% to $202.30 a share. https://buff.ly/2xL15FZ ?",
182,6/11/18 12:00 AM,@WIRED,Ionixx Technologies,"If privacy is your top priority, check out the newest version of Apple's Safari browser ",21
183,6/11/18 12:00 AM,@valkantchev,WIRED,Another reason to move away from Proof-of-Work:,
184,6/11/18 12:00 AM,@ECUBrodySOM,Val Kantchev,"Dr. Peter Schmidt, a Parkinson's Disease researcher and vice dean of @ECUBrodySOM, said the Apple Watch's new ""movement disorder API"" will accelerate research into how wearable devices can be used to track the progression of Parkinson's. DETAILS... https://cnb.cx/2JJ9VZU ",
191,6/11/18 12:00 AM,@Sifill_LDF,Bloomberg,"When the Chief is a bad apple......
Ex-police chief, 2 officers framed teen for burglaries in tiny Miami town, feds say ",
192,6/11/18 12:00 AM,@CycloneMobility,Sherrilyn Ifill,"What do you think of Apple's proposed new accessibility emoji?
http://time.com/5213561/apple-proposed-accessibility-emoji/ …",
193,6/11/18 12:00 AM,@EASOobesity,Cyclone Mobility,"#ECO2018 study, led by the Medical University of Vienna: children who had orange or apple juice w/ breakfast 50 per cent more likely to be overweight; those who drank water saw #obesity risk fall by 40 per cent covered in @Independent Thanks @MichaelGoran https://buff.ly/2xMI3Py ",
194,6/11/18 12:00 AM,@thegardenvsw,EASO,"I suppose every tulip lover has grown Fantasy for years, apple-green and pink, and probably has gone on to growing the black, the blue, the orange, the red and even the Dragon mixture. http://gu.com/p/32449/stw ",
167,6/12/18 12:00 AM,@CNET,Arcona AR Ecosystem,5 things Apple has to do to win with Macs this fall https://cnet.co/2JzSE64 ,
168,6/12/18 12:00 AM,@business,CNET,Apple cracks down on apps sharing information on users' friends https://bloom.bg/2sSRng7 ,
169,6/12/18 12:00 AM,@CNET,Bloomberg,Apple Pay vs. Samsung Pay vs. Google Pay: Best payment service https://cnet.co/2JwyBFn ,
172,6/12/18 12:00 AM,@business,CNET,Apple's app store privacy crackdown may hurt Facebook's Onavo https://bloom.bg/2LJbvZ6 ,
173,6/12/18 12:00 AM,@Matt_Cagle,Bloomberg,"Apple has banned app developers from making databases of address book info collected from iPhone users, or from sharing that info w/third parties. 

A great step, and a reminder to check which apps have access to your contacts. via @sarahfrier https://www.bloomberg.com/news/articles/2018-06-12/apple-cracks-down-on-apps-sharing-information-on-users-friends …",
174,6/12/18 12:00 AM,@zzap,Matt Cagle,"Apple killed fun on its evolution into a luxury brand, and it's taken the entire consumer electronics industry with it 

BRING BACK THE COLORFUL PRODUCTS

https://qz.com/1302494/apple-killed-fun/ …",
175,6/12/18 12:00 AM,@business," 🍒
thinking cap zzap","Apple’s new rules for app developers limit their ability to harvest user contact data, but they also could hurt a key app owned by Facebook called Onavo Protect https://bloom.bg/2y8vgqW ",
176,6/12/18 12:00 AM,@business,Bloomberg,JUST IN: Apple cracks down on apps sharing information on users' friends https://bloom.bg/2LKByyZ ,
177,6/12/18 12:00 AM,@business,Bloomberg,Chinese phone giant Xiaomi could be twice as expensive as Apple https://bloom.bg/2sSjoEl ,
178,6/12/18 12:00 AM,@CNBC,Bloomberg,Watch Steve Jobs passionately defend his commitment to Apple in 1997. https://cnb.cx/2t0lnpo ,
179,6/12/18 12:00 AM,@DailyCaller,CNBC,"It’s Not Just Apple, Factories Making Amazon Products In China Exposed For Horrible Work Conditions https://trib.al/O6wVTdf ",
180,6/12/18 12:00 AM,@Heikal_Amr,The Daily Caller,"Want to Work from Home and Improve Your Mental Health? Apple, Dell, and Walt Disney Are Now Hiring for These Remote Jobs http://bit.ly/2LcIF2T  #Iwork4Dell",13
189,6/12/18 12:00 AM,@India_Fintech,CNNMoney,Apple’s App Store officially bans cryptocurrency mining https://buff.ly/2t28n2w  #cryptocurrency #CryptocurrencyNews #bitcoin #cryptomining #applenews,
190,6/12/18 12:00 AM,@business,India FinTech Forum,Chinese phone giant Xiaomi could be twice as expensive as Apple https://bloom.bg/2JxFW7K ,14
73,6/13/18 12:00 AM,@FinancialTimes,Financial Times,Apple is getting a new update that will stop police from unlocking criminal suspects' iPhones https://on.ft.com/2LNYbT2 ,
109,6/13/18 12:00 AM,@FoxNews,Fox News,".@Apple bolsters iPhone security; says change aimed at blocking hackers, not law enforcement ",
110,6/13/18 12:00 AM,@CNN,CNN,Apple is about to make it harder for law enforcement agencies to gain access to information on iPhones. A new feature in a future iOS update will disable data transfer through the Lightning port one hour after a phone was last locked. https://cnn.it/2sY6tRi ,10
111,6/13/18 12:00 AM,@billthompson77,Bill Thompson,Apple is making it harder for police to collect evidence from iPhones of suspected criminals https://www.washingtonpost.com/news/the-switch/wp/2018/06/13/apple-is-making-it-harder-for-police-to-collect-evidence-from-iphones-of-suspected-criminals/ …,
112,6/13/18 12:00 AM,@tictoc,TicToc by Bloomberg,Apple is closing a loophole used by law enforcement to crack locked phones https://bloom.bg/2yiTBKX ,
129,6/13/18 12:00 AM,@STcom,The Straits Times,#Apple to close #iPhone security hole that police use to crack devices http://str.sg/oYt2 ,
130,6/13/18 12:00 AM,@cnni,CNN International,Apple is about to make it harder for law enforcement agencies to gain access to information on iPhones. A new feature in a future iOS update will disable data transfer through the Lightning port one hour after a phone was last locked. https://cnn.it/2LPtoFo ,
131,6/13/18 12:00 AM,@CNNMoney,CNNMoney,Apple is about to make it much harder for law enforcement agencies to gain access to information on iPhones https://cnnmon.ie/2JAFeqo ,2
132,6/13/18 12:00 AM,@business,Bloomberg,Apple plans to eliminate an iPhone security loophole used by U.S. law enforcement agencies https://bloom.bg/2sV85eO ,10
145,6/13/18 12:00 AM,@Reuters,Reuters Top News,Apple to change its #iPhone settings to undercut the most popular means for law enforcement to break into the devices https://reut.rs/2sVYMex  by @josephmenn $AAPL More #ReutersCyber news: https://reut.rs/2y9NTuA ,
146,6/13/18 12:00 AM,@ndtv,NDTV,Apple steps up encrytion to prevent police cracking of iPhones https://www.ndtv.com/world-news/apple-steps-up-encrytion-to-prevent-police-cracking-of-iphones-1867172 …,
147,6/13/18 12:00 AM,@Reuters,Reuters Top News,Apple to undercut popular law-enforcement tool for cracking iPhones https://reut.rs/2JMKCTz ,4
148,6/13/18 12:00 AM,@evankirstel,Evan Kirstel,Apple has a new Measure app coming with iOS 12 that lets you measure just about anything. #Construction #builders http://cnb.cx/2l702qJ ,17
149,6/13/18 12:00 AM,@nixcraft,CNBC,There is no such thing as a good backdoor for good guys/law enforcement. All backdoors are bad. If a backdoor exists it can be exploited by anyone.,
150,6/13/18 12:00 AM,@CNBCi,nixCraft,Apple to close iPhone security hole that police use to crack devices https://cnb.cx/2sVrGLP ,23
151,6/13/18 12:00 AM,@thehill,CNBC International,Apple closing security loophole used by law enforcement to break into iPhones http://hill.cm/ocOFWDk ,
152,6/13/18 12:00 AM,@evankirstel,The Hill,"""Apple to Close iPhone Security Hole That Police Use to Crack Devices"" by JACK NICAS via NYT https://ift.tt/2JDYQtF ",
153,6/13/18 12:00 AM,@gerald_bader,Evan Kirstel,Apple confirms that it will seal up law enforcement’s favorite iPhone cracking method via Taylor Hatmaker https://ift.tt/2yaqsS2  #Bot #ML #AI #Analytics #RPA #Blockchain,
154,6/13/18 12:00 AM,@CBSLA,"Dr. Gerald Bader,PhD","#BREAKING: Apple is reportedly closing a loophole that allows law enforcement, others to access locked iPhones without owners' passcodes https://cbsloc.al/2l91hpG ",
155,6/13/18 12:00 AM,@business,CBS Los Angeles,Tim Cook says the Apple Watch saves lives https://bloom.bg/2y9XaCQ ,
156,6/13/18 12:00 AM,@CNBC,Bloomberg,Who needs measuring tape when your iPhone can just do it for you? Apple has a new Measure app coming with iOS 12 that lets you measure just about anything. https://cnb.cx/2l702qJ ,3
157,6/13/18 12:00 AM,@VOANews,CNBC,Apple to Undercut Popular Law-Enforcement Tool for Cracking iPhones http://dlvr.it/QXC9TM ,
158,6/13/18 12:00 AM,@sehnaoui,The Voice of America,"Apple to change default settings in the iPhone to cut off communication through the USB port when the phone has not been unlocked in the past hour. #Privacy #Mobile 
#GoodGuysApple #InfoSec
https://www.reuters.com/article/us-apple-iphone-cracking/apple-to-undercut-popular-law-enforcement-tool-for-cracking-iphones-idUSKBN1J92ZY …",3
159,6/13/18 12:00 AM,@mashable,Khalil Sehnaoui,"Apple cracks down on shady developers, and it might hurt Facebook https://trib.al/n94BaGq ",
160,6/13/18 12:00 AM,@Newsweek,Mashable,Apple iPhone X2: Big change could make your accessories useless http://bit.ly/2yhnueD ,
161,6/13/18 12:00 AM,@gerald_bader,Newsweek,Apple orders a 10-episode mystery series inspired by kid reporter Hilde Lysiak via Sarah Perez https://ift.tt/2HLAqsC  #Bot #ML #AI #Analytics #RPA #Blockchain,
162,6/13/18 12:00 AM,@backblaze,"Dr. Gerald Bader,PhD","Oooof -> 

Apple’s MacBook Pro problem will make you want to backup your files ASAP https://finance.yahoo.com/news/apple-macbook-pro-problem-want-184954370.html … via @YahooFinance",
163,6/13/18 12:00 AM,@tictoc,Backblaze,"Apple changed its App Store rules last week, quietly closing a loophole that let app makers store and share data without many people’s consent #tictocews https://bloom.bg/2JDDPzy ",
